brand,model,capacity,price_per_gb,storage_type,platter_rpm,cache_amount,form_factor,interface,price
hitachi,deskstar 7k3000,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,deskstar 7k4000,{'total': 4000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,deskstar nas,{'total': 8000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
hitachi,h3ik40003254sp,{'total': 4000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,h3ik40003254sw,{'total': 4000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,h3ik40003272sp,{'total': 4000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,h3ik40003272sw,{'total': 4000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,hdn724040ale640,{'total': 4000000000000},"['usd', '0.052']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,hds723020ala640,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,hgst ultra,{'total': 8000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
hitachi,hgst ultrastar,{'total': 6000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 12 gb/s,0.0
hitachi,hgst ultrastar he10,{'total': 10000000000000},"['usd', '0.024']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sas 12 gb/s,0.0
hitachi,hgst ultrastar he8,{'total': 6000000000000},"['usd', '0.072']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 12 gb/s,0.0
hitachi,hitachi-0f12460,{'total': 3000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,hts547550a9e384,{'total': 500000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,he6,{'total': 6000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,lysb00tq7yj4g-electrncs,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,megascale dc 4000.b,{'total': 4000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,p7k500,{'total': 500000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 8000000},"3.5""",sata 3 gb/s,0.0
hitachi,product series:5k100 product line:travelstar,{'total': 640000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 6 gb/s,0.0
hitachi,s800 s846,{'total': 1600000000000},"['usd', '0.00']",ssd,0.0204081632653061,{'total': 8000000},"2.5""",sas 6 gb/s,0.0
hitachi,travelstar,{'total': 160000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,travelstar 5k1000,{'total': 1000000000000},"['usd', '0.090']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 6 gb/s,0.0
hitachi,travelstar 5k500.b,{'total': 250000000000},"['usd', '0.276']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,travelstar 7k1000,{'total': 1000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 32000000},"2.5""",sata 6 gb/s,0.0
hitachi,travelstar 7k500,{'total': 320000000000},"['usd', '0.163']",hdd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
hitachi,travelstar 7k750,{'total': 750000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
hitachi,travelstar z5k320,{'total': 320000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,travelstar z5k500,{'total': 320000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,travelstar z7k320,{'total': 250000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
hitachi,travelstar z7k500,{'total': 500000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 32000000},"2.5""",sata 6 gb/s,0.0
hitachi,ultrastar 7k3000,{'total': 3000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sas 6 gb/s,0.0
hitachi,ultrastar 7k4000,{'total': 3000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,ultrastar 7k6000,{'total': 6000000000000},"['usd', '0.066']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
hitachi,ultrastar a7k2000,{'total': 1000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
hitachi,ultrastar archive ha10,{'total': 10000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sas 6 gb/s,0.0
hitachi,ultrastar c10k1200,{'total': 1200000000000},"['usd', '0.062']",hdd,0.4897959183673469,{'total': 64000000},"2.5""",sas 6 gb/s,0.0
hitachi,ultrastar c10k1800,{'total': 600000000000},"['usd', '0.00']",hdd,0.5428571428571428,{'total': 128000000},"2.5""",sas 12 gb/s,0.0
hitachi,ultrastar c10k900,{'total': 600000000000},"['usd', '0.00']",hdd,0.4897959183673469,{'total': 64000000},"2.5""",sata 6 gb/s,0.0
hitachi,ultrastar c15k600,{'total': 600000000000},"['usd', '0.00']",hdd,1.0,{'total': 128000000},"2.5""",sas 12 gb/s,0.0
hitachi,ultrastar c7k1000,{'total': 1000000000000},"['usd', '0.299']",hdd,0.2040816326530612,{'total': 64000000},"2.5""",sas 6 gb/s,0.0
hitachi,ultrastar dc sa620,{'total': 1600000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 64000000},"2.5""",sata 6 gb/s,0.0
hitachi,ultrastar he10,{'total': 10000000000000},"['usd', '0.028']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sata 6 gb/s,0.0
hitachi,ultrastar he12,{'total': 12000000000000},"['usd', '0.045']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sata 6 gb/s,0.0
hitachi,ultrastar he6,{'total': 6000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 6 gb/s,0.0
hitachi,ultrastar he8,{'total': 8000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
hitachi,ultrastar sn260,{'total': 1600000000000},"['usd', '0.598']",ssd,0.2040816326530612,{'total': 128000000},pci-e,pcie x8,0.0
hitachi,ultrastar ssd1600mm,{'total': 200000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sas 12 gb/s,0.0
hitachi,ultrastar ssd1600mr,{'total': 800000000000},"['usd', '5.136']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sas 12 gb/s,0.0
hitachi,ultrastar ssd800mm,{'total': 400000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sas 12 gb/s,0.0
hyundai technology,cobalt,{'total': 960000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
hyundai technology,sapphire,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 128000000},"2.5""",sata 6 gb/s,0.0
ibm,43x0805,{'total': 300000000000},"['usd', '0.168']",hdd,1.0,{'total': 16000000},"3.5""",sas 3 gb/s,0.0
ibm,43x0839,{'total': 73400000000},"['usd', '0.00']",hdd,1.0,{'total': 16000000},"2.5""",sas 6 gb/s,0.0
ibm,90y8572,{'total': 2000000000000},"['usd', '0.250']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sas 6 gb/s,0.0
ibm,90y8890,{'total': 600000000000},"['usd', '0.00']",hdd,0.4897959183673469,{'total': 16000000},"2.5""",sas 6 gb/s,0.0
inland,1tbm,{'total': 1000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
inland,2tb nvme premiu,{'total': 2000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
inland,2tb qlc nvme,{'total': 2000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
inland,480 gb ssd,{'total': 480000000000},"['usd', '0.094']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
inland,premium,{'total': 512000000000},"['usd', '0.123']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
inland,professional,{'total': 512000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
integral,ultimapro x2,{'total': 1920000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,310 series,{'total': 80000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
intel,313 series,{'total': 20000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
intel,320 series,{'total': 160000000000},"['usd', '0.962']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
intel,330 series,{'total': 180000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,335 series,{'total': 80000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,510 series,{'total': 250000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,520 series cherryville,{'total': 180000000000},"['usd', '1.666']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,525 series,{'total': 90000000000},"['usd', '3.329']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
intel,530 series,{'total': 240000000000},"['usd', '0.746']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
intel,535 series,{'total': 120000000000},"['usd', '2.500']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,540 series,{'total': 120000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,540s series,{'total': 180000000000},"['usd', '0.544']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
intel,600p series,{'total': 512000000000},"['usd', '0.213']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,660p series,{'total': 1020000000000},"['usd', '0.108']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,710 series ( lyndonville),{'total': 100000000000},"['usd', '3.150']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
intel,730 series,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,750 series,{'total': 1200000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,760p series,{'total': 1000000000000},"['usd', '0.353']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,910 series ramsdale,{'total': 400000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x8,0.0
intel,d3-s4510,{'total': 480000000000},"['usd', '0.304']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
intel,d3-s4610,{'total': 240000000000},"['usd', '0.521']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc p3100,{'total': 256000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,dc p3500,{'total': 2000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,dc p3600,{'total': 800000000000},"['usd', '2.312']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,dc p3608,{'total': 3200000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x8,0.0
intel,dc p3700,{'total': 400000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,dc p4101,{'total': 1024000000000},"['usd', '0.255']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,dc p4500,{'total': 2000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc p4510,{'total': 1000000000000},"['usd', '0.308']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",u.2,0.0
intel,dc p4511,{'total': 1000000000000},"['usd', '0.266']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,dc p4801x,{'total': 100000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",u.2,0.0
intel,dc s3110,{'total': 1024000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s3500,{'total': 160000000000},"['usd', '0.988']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s3500  series,{'total': 120000000000},"['usd', '0.833']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s3510,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s3520,{'total': 960000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s3610,{'total': 480000000000},"['usd', '0.359']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s3700 series,{'total': 100000000000},"['usd', '1.850']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s3710,{'total': 800000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s4500,{'total': 1900000000000},"['usd', '0.193']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,dc s4600,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,mempek1j032gaxt,{'total': 32000000000},"['usd', '3.042']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
intel,optane 900p,{'total': 280000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",u.2,0.0
intel,optane 905 series,{'total': 480000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",u.2,0.0
intel,optane 905p series,{'total': 960000000000},"['usd', '1.354']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,optane 905p,{'total': 380000000000},"['usd', '1.332']",ssd,0.4897959183673469,{'total': 16000000},m.2-22110,m.2 (m),0.0
intel,p3700,{'total': 1600000000000},"['usd', '1.178']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,pro 5450s,{'total': 512000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,pro 2500,{'total': 180000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,pro 5400s,{'total': 120000000000},"['usd', '4.375']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,pro 6000p,{'total': 128000000000},"['usd', '0.814']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,pro 7600p,{'total': 128000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
intel,product series:520,{'total': 240000000000},"['usd', '2.829']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssd dc s3500 series,{'total': 800000000000},"['usd', '0.374']",ssd,0.4897959183673469,{'total': 16000000},"1.8""",sata 6 gb/s,0.0
intel,ssdmceac060b3,{'total': 60000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
intel,ssdmceaw120a401,{'total': 120000000000},"['usd', '0.474']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
intel,ssdpedmd020t401,{'total': 2000000000000},"['usd', '1.312']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,ssdpedmx400g401,{'total': 400000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x4,0.0
intel,ssdsc2ba400g4p,{'total': 400000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssdsc2bb080g601,{'total': 80000000000},"['usd', '1.613']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssdsc2bb120g601,{'total': 120000000000},"['usd', '0.544']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssdsc2bb240g601,{'total': 240000000000},"['usd', '0.486']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssdsc2bb480g601,{'total': 480000000000},"['usd', '0.600']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssdsc2bb800g601,{'total': 800000000000},"['usd', '0.288']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssdsc2bw480h6r5,{'total': 480000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intel,ssdsckjw180h601,{'total': 180000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
intel,ssdsckjw240h601,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
intel,x18-m,{'total': 80000000000},"['usd', '0.919']",ssd,0.4897959183673469,{'total': 16000000},"1.8""",micro sata 3 gb/s,0.0
intel,x25-e,{'total': 32000000000},"['usd', '7.781']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
intel,x25-m,{'total': 160000000000},"['usd', '1.250']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
intel,x25-m mainstream,{'total': 80000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
intel,x25-v,{'total': 40000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
intenso,high performance,{'total': 120000000000},"['usd', '0.301']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
intenso,top performance,{'total': 512000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
kfa2,gamer l,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingdian,s280,{'total': 120000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,a1000,{'total': 480000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (b+m),0.0
kingston,a2000,{'total': 1000000000000},"['usd', '0.108']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
kingston,a400,{'total': 960000000000},"['usd', '0.104']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,dc450r,{'total': 1920000000000},"['usd', '0.141']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,dc500r,{'total': 960000000000},"['usd', '0.187']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,e50 enterprise,{'total': 100000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,fury,{'total': 120000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,hyperx,{'total': 240000000000},"['usd', '2.970']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,hyperx 3k,{'total': 120000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,hyperx fury rgb,{'total': 960000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,hyperx fury rgb bundle,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,hyperx fury,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,kc1000,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
kingston,kc2000,{'total': 2000000000000},"['usd', '0.133']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
kingston,kc2500,{'total': 1000000000000},"['usd', '0.182']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
kingston,kc300,{'total': 480000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,kc380,{'total': 60000000000},"['usd', '1.760']",ssd,0.4897959183673469,{'total': 16000000},"1.8""",micro sata 6 gb/s,0.0
kingston,kc600,{'total': 256000000000},"['usd', '0.167']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,kc600b,{'total': 256000000000},"['usd', '0.236']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,predator,{'total': 960000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
kingston,q500,{'total': 960000000000},"['usd', '0.106']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,sms200,{'total': 60000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
kingston,sms200s3/120g,{'total': 120000000000},"['usd', '0.833']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
kingston,ssd now ms200,{'total': 30000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
kingston,ssdnow dc500r,{'total': 3840000000000},"['usd', '0.161']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,ssdnow,{'total': 64000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},msata,msata,0.0
kingston,ssdnow 200,{'total': 30000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
kingston,ssdnow dc500m,{'total': 480000000000},"['usd', '0.227']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
